machine_id,block_id,rate
M1,B1,10.527
M1,B2,12.669
M1,B3,12.578
M1,B4,11.393
M1,B5,15.824
M1,B6,11.564
M1,B7,15.185
M1,B8,7.631
M1,B9,14.998
M1,B10,11.583
M1,B11,12.094
M1,B12,7.619
M1,B13,16.439
M1,B14,7.713
M2,B1,15.166
M2,B2,12.259
M2,B3,6.134
M2,B4,17.481
M2,B5,14.983
M2,B6,7.214
M2,B7,8.141
M2,B8,17.232
M2,B9,11.446
M2,B10,12.829
M2,B11,11.031
M2,B12,6.066
M2,B13,6.903
M2,B14,9.233
M3,B1,7.522
M3,B2,10.862
M3,B3,10.698
M3,B4,15.157
M3,B5,6.36
M3,B6,14.002
M3,B7,9.0
M3,B8,13.518
M3,B9,10.094
M3,B10,6.888
M3,B11,14.649
M3,B12,6.824
M3,B13,15.796
M3,B14,9.893
M4,B1,7.361
M4,B2,13.092
M4,B3,14.068
M4,B4,17.865
M4,B5,8.584
M4,B6,7.169
M4,B7,17.096
M4,B8,9.241
M4,B9,13.495
M4,B10,12.787
M4,B11,17.782
M4,B12,13.128
M4,B13,15.737
M4,B14,8.23
M5,B1,15.543
M5,B2,11.798
M5,B3,15.158
M5,B4,13.637
M5,B5,7.658
M5,B6,10.836
M5,B7,13.36
M5,B8,8.267
M5,B9,9.887
M5,B10,9.495
M5,B11,11.517
M5,B12,16.538
M5,B13,17.3
M5,B14,13.705
M6,B1,14.095
M6,B2,17.239
M6,B3,16.341
M6,B4,12.903
M6,B5,6.437
M6,B6,10.153
M6,B7,9.233
M6,B8,13.34
M6,B9,10.777
M6,B10,7.54
M6,B11,13.861
M6,B12,11.055
M6,B13,11.714
M6,B14,16.582
