day,shift_id,machine_id,machine_role,sample_id,production_units,total_hours,idle_hours,mobilisation_cost,sequencing_violations,blackout_conflicts,available_hours,utilisation_ratio,downtime_hours,downtime_events,weather_severity_total
1,S1,M2,forwarder,0,8.319,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M1,harvester,0,8.299,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M2,forwarder,0,8.6,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M1,harvester,0,9.948,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M2,forwarder,0,4.625,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
1,S1,M2,forwarder,1,8.319,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M1,harvester,1,8.299,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M2,forwarder,1,8.6,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M1,harvester,1,9.948,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M2,forwarder,1,4.625,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
1,S1,M2,forwarder,2,8.319,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M1,harvester,2,8.299,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M2,forwarder,2,8.6,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M1,harvester,2,9.948,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M2,forwarder,2,4.625,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M1,harvester,3,8.299,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M2,forwarder,3,8.6,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M1,harvester,3,9.948,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M2,forwarder,3,4.625,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
1,S1,M2,forwarder,4,8.319,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M1,harvester,4,8.299,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M2,forwarder,4,8.6,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M1,harvester,4,9.948,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M2,forwarder,4,4.625,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
1,S1,M2,forwarder,5,8.319,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M1,harvester,5,8.299,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
3,S1,M2,forwarder,5,8.6,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M1,harvester,5,9.948,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
4,S1,M2,forwarder,5,4.625,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
1,S1,M2,forwarder,6,8.319,9.43844985990059,0.0,0.0,0,0,9.43844985990059,1.0,0.0,0,0.0
